İlan_Numarası,İlan_Güncelleme_Tarihi,Kategorisi,Brüt_Metrekare,Binanın_Yaşı,Binanın_Kat_Sayısı,Kullanım_Durumu,Yatırıma_Uygunluk,Eşya_Durumu,Banyo_Sayısı,İlan_Oluşturma_Tarihi,Türü,Net_Metrekare,Oda_Sayısı,Bulunduğu_Kat,Isıtma_Tipi,Krediye_Uygunluk,Site_İçerisinde,Takas,Fiyat_Durumu,Fiyatı,İl,İlçe,Mahalle,yaka,Yaşam_endeksi,Nüfus
446,16 Aralık 2021 ,Satılık ,160,21 Ve Üzeri ,5,Mülk Sahibi Oturuyor ,Bilinmiyor ,Yok,1 ,16 Aralık 2021 ,Konut ,150,3+1 ,4. Kat ,Doğalgaz,KREDIYE UYGUN ,Hayır,Var,Genel Fiyat ,700000,İstanbul , Bağcılar , Kazım Karabekir Mahallesi ,Avrupa Yakası,-0.19,744.351
466,10 Şubat 2022 ,Satılık ,135,3 ,10,Kiracı Oturuyor ,Bilinmiyor ,Yok,2 ,17 Aralık 2021 ,Konut ,105,3+1 ,6. Kat ,Doğalgaz,KREDIYE UYGUN ,Hayır,Var,Genel Fiyat ,2225000,İstanbul , Bağcılar , Göztepe Mahallesi ,Avrupa Yakası,-0.19,744.351
465,10 Şubat 2022 ,Satılık ,120,0 (Yeni) ,15,Kiracı Oturuyor ,Bilinmiyor ,Yok,2 ,17 Aralık 2021 ,Konut ,95,3+1 ,1. Kat ,Doğalgaz,KREDIYE UYGUN ,Hayır,Var,Genel Fiyat ,1375000,İstanbul , Bağcılar , Yenimahalle Mahallesi ,Avrupa Yakası,-0.19,744.351
437,15 Aralık 2021 ,Satılık ,55,2 ,25,Boş ,Bilinmiyor ,Yok,1 ,15 Aralık 2021 ,Konut ,40,Stüdyo ,20. Kat ,Doğalgaz,KREDIYE UYGUN ,Hayır,Var,Genel Fiyat ,990000,İstanbul , Bağcılar , Hürriyet Mahallesi ,Avrupa Yakası,-0.19,744.351
436,15 Aralık 2021 ,Satılık ,100,3 ,14,Kiracı Oturuyor ,Bilinmiyor ,Yok,2 ,15 Aralık 2021 ,Konut ,80,2+1 ,1. Kat ,Doğalgaz,KREDIYE UYGUN ,Hayır,Var,Genel Fiyat ,2070000,İstanbul , Bağcılar , Hürriyet Mahallesi ,Avrupa Yakası,-0.19,744.351
435,15 Aralık 2021 ,Satılık ,130,2 ,12,Mülk Sahibi Oturuyor ,Bilinmiyor ,Yok,2 ,15 Aralık 2021 ,Konut ,115,3+1 ,1. Kat ,Doğalgaz,KREDIYE UYGUN ,Hayır,Var,Genel Fiyat ,775000,İstanbul , Bağcılar , Çınar Mahallesi ,Avrupa Yakası,-0.19,744.351
430,15 Aralık 2021 ,Satılık ,110,2 ,30,Kiracı Oturuyor ,Bilinmiyor ,Var,2 ,15 Aralık 2021 ,Konut ,85,2.5+1 ,29. Kat ,Doğalgaz,KREDIYE UYGUN ,Hayır,Var,Genel Fiyat ,1950000,İstanbul , Bağcılar , Merkez Mahallesi ,Avrupa Yakası,-0.19,744.351
431,15 Aralık 2021 ,Satılık ,200,5-10 ,4,Mülk Sahibi Oturuyor ,Bilinmiyor ,Yok,2 ,15 Aralık 2021 ,Konut ,175,5+1 ,4. Kat ,Doğalgaz,KREDIYE UYGUN ,Hayır,Var,Genel Fiyat ,675000,İstanbul , Bağcılar , 15 Temmuz Mahallesi ,Avrupa Yakası,-0.19,744.351
426,15 Aralık 2021 ,Satılık ,100,0 (Yeni) ,5,Boş ,Bilinmiyor ,Yok,1 ,14 Aralık 2021 ,Konut ,80,2+1 ,4. Kat ,Doğalgaz,KREDIYE UYGUN ,Hayır,Var,Genel Fiyat ,169000,İstanbul , Bağcılar , Demirkapı Mahallesi ,Avrupa Yakası,-0.19,744.351
427,07 Ocak 2022 ,Satılık ,85,21 Ve Üzeri ,5,Kiracı Oturuyor ,Hayır ,Yok,1 ,14 Aralık 2021 ,Konut ,75,2+1 ,Yüksek Giriş ,Doğalgaz,Krediye Uygun Değil ,Hayır,Var,Birim Fiyat ,2150000,İstanbul , Bağcılar , Göztepe Mahallesi ,Avrupa Yakası,-0.19,744.351
429,21 Ocak 2022 ,Satılık ,110,5-10 ,28,Boş ,Bilinmiyor ,Var,1 ,15 Aralık 2021 ,Konut ,85,2+1 ,22. Kat ,Doğalgaz,KREDIYE UYGUN ,Hayır,Var,Genel Fiyat ,705000,İstanbul , Bağcılar , Bağlar Mahallesi ,Avrupa Yakası,-0.19,744.351
419,07 Ocak 2022 ,Satılık ,105,21 Ve Üzeri ,4,Boş ,Hayır ,Yok,1 ,13 Aralık 2021 ,Konut ,100,2+1 ,Düz Giriş ,Doğalgaz,Krediye Uygun Değil ,Hayır,Var,Birim Fiyat ,850000,İstanbul , Bağcılar , Hürriyet Mahallesi ,Avrupa Yakası,-0.19,744.351
411,13 Aralık 2021 ,Satılık ,90,5-10 ,3,Kiracı Oturuyor ,Hayır ,Yok,1 ,13 Aralık 2021 ,Konut ,85,2+1 ,1. Kat ,Doğalgaz,KREDIYE UYGUN ,Hayır,Var,Birim Fiyat ,515000,İstanbul , Bağcılar , Çınar Mahallesi ,Avrupa Yakası,-0.19,744.351
409,24 Aralık 2021 ,Satılık ,120,5-10 ,4,Mülk Sahibi Oturuyor ,Bilinmiyor ,Yok,2 ,13 Aralık 2021 ,Konut ,100,2+2 ,Yüksek Giriş ,Doğalgaz,KREDIYE UYGUN ,Hayır,Var,Genel Fiyat ,2650000,İstanbul , Bağcılar , Güneşli Mahallesi ,Avrupa Yakası,-0.19,744.351
400,10 Şubat 2022 ,Satılık ,500,21 Ve Üzeri ,4,Mülk Sahibi Oturuyor ,Yatırıma Uygun ,Var,Var ,11 Aralık 2021 ,Konut ,400,2+1 ,1. Kat ,Doğalgaz,Krediye Uygun Değil ,Hayır,Var,Genel Fiyat ,278000,İstanbul , Bağcılar , Hürriyet Mahallesi ,Avrupa Yakası,-0.19,744.351
399,21 Ocak 2022 ,Satılık ,115,5-10 ,5,Mülk Sahibi Oturuyor ,Bilinmiyor ,Yok,1 ,11 Aralık 2021 ,Konut ,85,2.5+1 ,Bahçe Katı ,Doğalgaz,KREDIYE UYGUN ,Hayır,Var,Genel Fiyat ,1265000,İstanbul , Bağcılar , Mahmutbey Mahallesi ,Avrupa Yakası,-0.19,744.351
396,10 Şubat 2022 ,Satılık ,100,2 ,15,Mülk Sahibi Oturuyor ,Bilinmiyor ,Yok,2 ,10 Aralık 2021 ,Konut ,77,2+1 ,Yüksek Giriş ,Doğalgaz,KREDIYE UYGUN ,Hayır,Var,Genel Fiyat ,850000,İstanbul , Bağcılar , Bağlar Mahallesi ,Avrupa Yakası,-0.19,744.351
386,09 Aralık 2021 ,Satılık ,100,4 ,3,Mülk Sahibi Oturuyor ,Bilinmiyor ,Yok,2 ,09 Aralık 2021 ,Konut ,90,2+1 ,1. Kat ,Doğalgaz,KREDIYE UYGUN ,Hayır,Var,Genel Fiyat ,945000,İstanbul , Bağcılar , Bağlar Mahallesi ,Avrupa Yakası,-0.19,744.351
384,09 Aralık 2021 ,Satılık ,51,5-10 ,14,Kiracı Oturuyor ,Bilinmiyor ,Yok,1 ,09 Aralık 2021 ,Konut ,30,1+1 ,8. Kat ,Doğalgaz,KREDIYE UYGUN ,Hayır,Var,Genel Fiyat ,2900000,İstanbul , Bağcılar , Güneşli Mahallesi ,Avrupa Yakası,-0.19,744.351
374,07 Aralık 2021 ,Satılık ,105,5-10 ,12,Kiracı Oturuyor ,Bilinmiyor ,Yok,1 ,07 Aralık 2021 ,Konut ,77,2+1 ,5. Kat ,Doğalgaz,KREDIYE UYGUN ,Hayır,Var,Genel Fiyat ,1595000,İstanbul , Bağcılar , Yavuz Selim Mahallesi ,Avrupa Yakası,-0.19,744.351
373,07 Aralık 2021 ,Satılık ,160,0 (Yeni) ,8,Boş ,Bilinmiyor ,Yok,2 ,07 Aralık 2021 ,Konut ,125,3+1 ,1. Kat ,Doğalgaz,KREDIYE UYGUN ,Hayır,Var,Genel Fiyat ,450000,İstanbul , Bağcılar , Çınar Mahallesi ,Avrupa Yakası,-0.19,744.351
371,24 Aralık 2021 ,Satılık ,120,5-10 ,4,Mülk Sahibi Oturuyor ,Bilinmiyor ,Yok,2 ,07 Aralık 2021 ,Konut ,100,2+2 ,Düz Giriş ,Doğalgaz,KREDIYE UYGUN ,Hayır,Var,Genel Fiyat ,815000,İstanbul , Bağcılar , Göztepe Mahallesi ,Avrupa Yakası,-0.19,744.351
368,07 Ocak 2022 ,Satılık ,180,5-10 ,4,Mülk Sahibi Oturuyor ,Hayır ,Yok,2 ,05 Aralık 2021 ,Konut ,170,4+2 ,3. Kat ,Doğalgaz,Krediye Uygun Değil ,Hayır,Var,Birim Fiyat ,1400000,İstanbul , Bağcılar , Kirazlı Mahallesi ,Avrupa Yakası,-0.19,744.351
367,13 Ocak 2022 ,Satılık ,100,0 (Yeni) ,3,Boş ,Hayır ,Yok,1 ,05 Aralık 2021 ,Konut ,90,2+1 ,3. Kat ,Doğalgaz,Krediye Uygun Değil ,Hayır,Var,Birim Fiyat ,810000,İstanbul , Bağcılar , İnönü Mahallesi ,Avrupa Yakası,-0.19,744.351
366,13 Ocak 2022 ,Satılık ,118,21 Ve Üzeri ,5,Mülk Sahibi Oturuyor ,Hayır ,Yok,1 ,05 Aralık 2021 ,Konut ,110,2+1 ,4. Kat ,Doğalgaz,Krediye Uygun Değil ,Hayır,Var,Birim Fiyat ,1350000,İstanbul , Bağcılar , Kirazlı Mahallesi ,Avrupa Yakası,-0.19,744.351
363,05 Aralık 2021 ,Satılık ,120,3 ,9,Mülk Sahibi Oturuyor ,Bilinmiyor ,Yok,1 ,05 Aralık 2021 ,Konut ,100,2+1 ,8. Kat ,Doğalgaz,KREDIYE UYGUN ,Hayır,Var,Genel Fiyat ,820000,İstanbul , Bağcılar , 15 Temmuz Mahallesi ,Avrupa Yakası,-0.19,744.351
349,02 Aralık 2021 ,Satılık ,170,11-15 ,5,Mülk Sahibi Oturuyor ,Bilinmiyor ,Yok,2 ,02 Aralık 2021 ,Konut ,150,4+2 ,3. Kat ,Doğalgaz,KREDIYE UYGUN ,Hayır,Var,Genel Fiyat ,450000,İstanbul , Bağcılar , Fatih Mahallesi ,Avrupa Yakası,-0.19,744.351
334,30 Kasım 2021 ,Satılık ,110,2 ,15,Mülk Sahibi Oturuyor ,Bilinmiyor ,Yok,2 ,30 Kasım 2021 ,Konut ,90,3+1 ,9. Kat ,Doğalgaz,KREDIYE UYGUN ,Hayır,Var,Genel Fiyat ,859000,İstanbul , Bağcılar , Güneşli Mahallesi ,Avrupa Yakası,-0.19,744.351
336,30 Kasım 2021 ,Satılık ,165,5-10 ,4,Mülk Sahibi Oturuyor ,Bilinmiyor ,Yok,2 ,30 Kasım 2021 ,Konut ,140,3+1 ,4. Kat ,Doğalgaz,KREDIYE UYGUN ,Hayır,Var,Genel Fiyat ,710000,İstanbul , Bağcılar , Mahmutbey Mahallesi ,Avrupa Yakası,-0.19,744.351
335,30 Kasım 2021 ,Satılık ,95,0 (Yeni) ,3,Boş ,Bilinmiyor ,Yok,2 ,30 Kasım 2021 ,Konut ,85,3+1 ,1. Kat ,Doğalgaz,KREDIYE UYGUN ,Hayır,Var,Genel Fiyat ,568000,İstanbul , Bağcılar , 15 Temmuz Mahallesi ,Avrupa Yakası,-0.19,744.351
333,30 Kasım 2021 ,Satılık ,130,21 Ve Üzeri ,8,Kiracı Oturuyor ,Bilinmiyor ,Yok,1 ,30 Kasım 2021 ,Konut ,110,3+1 ,8. Kat ,Doğalgaz,KREDIYE UYGUN ,Hayır,Var,Genel Fiyat ,1520000,İstanbul , Bağcılar , İnönü Mahallesi ,Avrupa Yakası,-0.19,744.351
331,30 Kasım 2021 ,Satılık ,345,11-15 ,3,Mülk Sahibi Oturuyor ,Bilinmiyor ,Var,2 ,30 Kasım 2021 ,Konut ,320,5+1 ,3. Kat ,Doğalgaz,KREDIYE UYGUN ,Hayır,Var,Genel Fiyat ,2200000,İstanbul , Bağcılar , 15 Temmuz Mahallesi ,Avrupa Yakası,-0.19,744.351
330,30 Kasım 2021 ,Satılık ,170,5-10 ,4,Boş ,Bilinmiyor ,Yok,2 ,30 Kasım 2021 ,Konut ,160,3+1 ,4. Kat ,Doğalgaz,KREDIYE UYGUN ,Hayır,Var,Genel Fiyat ,925000,İstanbul , Bağcılar , Kazım Karabekir Mahallesi ,Avrupa Yakası,-0.19,744.351
337,30 Kasım 2021 ,Satılık ,85,4 ,11,Kiracı Oturuyor ,Bilinmiyor ,Yok,2 ,30 Kasım 2021 ,Konut ,80,2+1 ,2. Kat ,Doğalgaz,KREDIYE UYGUN ,Hayır,Var,Genel Fiyat ,850000,İstanbul , Bağcılar , Demirkapı Mahallesi ,Avrupa Yakası,-0.19,744.351
332,30 Kasım 2021 ,Satılık ,130,11-15 ,10,Kiracı Oturuyor ,Bilinmiyor ,Yok,1 ,30 Kasım 2021 ,Konut ,120,3+1 ,1. Kat ,Doğalgaz,KREDIYE UYGUN ,Hayır,Var,Genel Fiyat ,350000,İstanbul , Bağcılar , Kirazlı Mahallesi ,Avrupa Yakası,-0.19,744.351
329,29 Kasım 2021 ,Satılık ,160,0 (Yeni) ,12,Boş ,Bilinmiyor ,Yok,2 ,29 Kasım 2021 ,Konut ,135,3+1 ,7. Kat ,Doğalgaz,KREDIYE UYGUN ,Hayır,Var,Genel Fiyat ,840000,İstanbul , Bağcılar , Bağlar Mahallesi ,Avrupa Yakası,-0.19,744.351
328,29 Kasım 2021 ,Satılık ,90,2 ,12,Boş ,Bilinmiyor ,Yok,1 ,29 Kasım 2021 ,Konut ,75,2+1 ,1. Kat ,Doğalgaz,KREDIYE UYGUN ,Hayır,Var,Genel Fiyat ,425000,İstanbul , Bağcılar , Yıldıztepe Mahallesi ,Avrupa Yakası,-0.19,744.351
309,19 Aralık 2021 ,Satılık ,190,4 ,4,Kiracı Oturuyor ,Bilinmiyor ,Yok,2 ,27 Kasım 2021 ,Konut ,180,3+1 ,3. Kat ,Doğalgaz,KREDIYE UYGUN ,Hayır,Var,Genel Fiyat ,425000,İstanbul , Bağcılar , Yıldıztepe Mahallesi ,Avrupa Yakası,-0.19,744.351
316,05 Şubat 2022 ,Satılık ,180,5-10 ,4,Mülk Sahibi Oturuyor ,Bilinmiyor ,Yok,2 ,28 Kasım 2021 ,Konut ,170,4+2 ,4. Kat ,Doğalgaz,KREDIYE UYGUN ,Hayır,Var,Genel Fiyat ,1400000,İstanbul , Bağcılar , Bağlar Mahallesi ,Avrupa Yakası,-0.19,744.351
307,03 Şubat 2022 ,Satılık ,120,0 (Yeni) ,13,Boş ,Bilinmiyor ,Yok,1 ,26 Kasım 2021 ,Konut ,90,2+1 ,10. Kat ,Doğalgaz,KREDIYE UYGUN ,Hayır,Var,Genel Fiyat ,720000,İstanbul , Bağcılar , Fevzi Çakmak Mahallesi ,Avrupa Yakası,-0.19,744.351
302,25 Kasım 2021 ,Satılık ,103,5-10 ,12,Kiracı Oturuyor ,Bilinmiyor ,Yok,1 ,25 Kasım 2021 ,Konut ,75,2+1 ,5. Kat ,Doğalgaz,KREDIYE UYGUN ,Hayır,Var,Genel Fiyat ,1780000,İstanbul , Bağcılar , Bağlar Mahallesi ,Avrupa Yakası,-0.19,744.351
301,25 Kasım 2021 ,Satılık ,155,4 ,16,Kiracı Oturuyor ,Bilinmiyor ,Yok,2 ,25 Kasım 2021 ,Konut ,125,3+1 ,3. Kat ,Doğalgaz,KREDIYE UYGUN ,Hayır,Var,Genel Fiyat ,635000,İstanbul , Bağcılar , 100. Yıl Mahallesi ,Avrupa Yakası,-0.19,744.351
288,29 Kasım 2021 ,Satılık ,1896,11-15 ,7,Boş ,Bilinmiyor ,Yok,Yok ,24 Kasım 2021 ,Konut ,1895,6+1 ,Düz Giriş ,Isıtma Yok ,KREDIYE UYGUN ,Hayır,Var,Genel Fiyat ,7849000,İstanbul , Bağcılar , 100. Yıl Mahallesi ,Avrupa Yakası,-0.19,744.351
285,23 Kasım 2021 ,Satılık ,180,5-10 ,14,Boş ,Bilinmiyor ,Yok,2 ,23 Kasım 2021 ,Konut ,138,3+1 ,10. Kat ,Doğalgaz,KREDIYE UYGUN ,Hayır,Var,Genel Fiyat ,460000,İstanbul , Bağcılar , Yıldıztepe Mahallesi ,Avrupa Yakası,-0.19,744.351
282,08 Aralık 2021 ,Satılık ,130,11-15 ,3,Mülk Sahibi Oturuyor ,Bilinmiyor ,Yok,1 ,22 Kasım 2021 ,Konut ,85,2+1 ,Bahçe Katı ,Doğalgaz,KREDIYE UYGUN ,Hayır,Var,Genel Fiyat ,530000,İstanbul , Bağcılar , Yıldıztepe Mahallesi ,Avrupa Yakası,-0.19,744.351
281,25 Aralık 2021 ,Satılık ,85,11-15 ,3,Mülk Sahibi Oturuyor ,Bilinmiyor ,Yok,1 ,22 Kasım 2021 ,Konut ,80,2+1 ,Yüksek Giriş ,Doğalgaz,KREDIYE UYGUN ,Hayır,Var,Genel Fiyat ,1675000,İstanbul , Bağcılar , Güneşli Mahallesi ,Avrupa Yakası,-0.19,744.351
283,31 Ocak 2022 ,Satılık ,81,5-10 ,19,Kiracı Oturuyor ,Bilinmiyor ,Yok,1 ,22 Kasım 2021 ,Konut ,65,2+1 ,12. Kat ,Doğalgaz,KREDIYE UYGUN ,Hayır,Var,Genel Fiyat ,2500000,İstanbul , Bağcılar , Mahmutbey Mahallesi ,Avrupa Yakası,-0.19,744.351
278,22 Kasım 2021 ,Satılık ,13500,21 Ve Üzeri ,8,Boş ,Bilinmiyor ,Yok,Yok ,21 Kasım 2021 ,Konut ,13499,1 Oda ,Düz Giriş ,Isıtma Yok ,KREDIYE UYGUN ,Hayır,Var,Genel Fiyat ,640000,İstanbul , Bağcılar , Kirazlı Mahallesi ,Avrupa Yakası,-0.19,744.351
277,01 Şubat 2022 ,Satılık ,85,5-10 ,4,Kiracı Oturuyor ,Bilinmiyor ,Yok,1 ,21 Kasım 2021 ,Konut ,80,2+1 ,1. Kat ,Doğalgaz,KREDIYE UYGUN ,Hayır,Var,Genel Fiyat ,525000,İstanbul , Bağcılar , Çınar Mahallesi ,Avrupa Yakası,-0.19,744.351
266,24 Aralık 2021 ,Satılık ,120,3 ,4,Mülk Sahibi Oturuyor ,Bilinmiyor ,Yok,3 ,20 Kasım 2021 ,Konut ,100,4+2 ,Yüksek Giriş ,Doğalgaz,KREDIYE UYGUN ,Hayır,Var,Genel Fiyat ,1270000,İstanbul , Bağcılar , Göztepe Mahallesi ,Avrupa Yakası,-0.19,744.351
268,21 Ocak 2022 ,Satılık ,83,5-10 ,6,Mülk Sahibi Oturuyor ,Bilinmiyor ,Yok,1 ,20 Kasım 2021 ,Konut ,67,1+1 ,1. Kat ,Doğalgaz,KREDIYE UYGUN ,Hayır,Var,Genel Fiyat ,1550000,İstanbul , Bağcılar , Mahmutbey Mahallesi ,Avrupa Yakası,-0.19,744.351
272,10 Şubat 2022 ,Satılık ,120,0 (Yeni) ,15,Kiracı Oturuyor ,Bilinmiyor ,Yok,2 ,21 Kasım 2021 ,Konut ,95,3+1 ,1. Kat ,Doğalgaz,KREDIYE UYGUN ,Hayır,Var,Genel Fiyat ,400000,İstanbul , Bağcılar , İnönü Mahallesi ,Avrupa Yakası,-0.19,744.351
258,19 Kasım 2021 ,Satılık ,135,5-10 ,14,Boş ,Bilinmiyor ,Yok,2 ,19 Kasım 2021 ,Konut ,100,2+1 ,6. Kat ,Doğalgaz,KREDIYE UYGUN ,Hayır,Var,Genel Fiyat ,2490000,İstanbul , Bağcılar , 15 Temmuz Mahallesi ,Avrupa Yakası,-0.19,744.351
257,19 Kasım 2021 ,Satılık ,180,5-10 ,14,Boş ,Bilinmiyor ,Yok,2 ,19 Kasım 2021 ,Konut ,140,3+1 ,10. Kat ,Doğalgaz,KREDIYE UYGUN ,Hayır,Var,Genel Fiyat ,1150000,İstanbul , Bağcılar , Hürriyet Mahallesi ,Avrupa Yakası,-0.19,744.351
259,19 Kasım 2021 ,Satılık ,180,5-10 ,4,Mülk Sahibi Oturuyor ,Bilinmiyor ,Yok,2 ,19 Kasım 2021 ,Konut ,170,4+2 ,3. Kat ,Doğalgaz,KREDIYE UYGUN ,Hayır,Var,Genel Fiyat ,2050000,İstanbul , Bağcılar , Göztepe Mahallesi ,Avrupa Yakası,-0.19,744.351
262,10 Şubat 2022 ,Satılık ,140,0 (Yeni) ,14,Boş ,Bilinmiyor ,Yok,2 ,19 Kasım 2021 ,Konut ,110,3+1 ,1. Kat ,Doğalgaz,KREDIYE UYGUN ,Hayır,Var,Genel Fiyat ,1735000,İstanbul , Bağcılar , Göztepe Mahallesi ,Avrupa Yakası,-0.19,744.351
261,10 Şubat 2022 ,Satılık ,110,0 (Yeni) ,14,Boş ,Bilinmiyor ,Yok,2 ,19 Kasım 2021 ,Konut ,86,2+1 ,1. Kat ,Doğalgaz,KREDIYE UYGUN ,Hayır,Var,Genel Fiyat ,16500000,İstanbul , Bağcılar , 15 Temmuz Mahallesi ,Avrupa Yakası,-0.19,744.351
252,29 Kasım 2021 ,Satılık ,1896,11-15 ,7,Boş ,Bilinmiyor ,Yok,Yok ,16 Kasım 2021 ,Konut ,1895,7+1 ,Düz Giriş ,Isıtma Yok ,KREDIYE UYGUN ,Hayır,Var,Genel Fiyat ,2500000,İstanbul , Bağcılar , Mahmutbey Mahallesi ,Avrupa Yakası,-0.19,744.351
247,15 Kasım 2021 ,Satılık ,125,1 ,19,Kiracı Oturuyor ,Bilinmiyor ,Yok,1 ,15 Kasım 2021 ,Konut ,105,2+1 ,7. Kat ,Yerden Isıtma ,KREDIYE UYGUN ,Hayır,Var,Genel Fiyat ,650000,İstanbul , Bağcılar , Yenimahalle Mahallesi ,Avrupa Yakası,-0.19,744.351
243,14 Ocak 2022 ,Satılık ,110,21 Ve Üzeri ,4,Kiracı Oturuyor ,Bilinmiyor ,Yok,1 ,13 Kasım 2021 ,Konut ,100,2+1 ,3. Kat ,Doğalgaz,Krediye Uygun Değil ,Hayır,Var,Genel Fiyat ,920000,İstanbul , Bağcılar , Kirazlı Mahallesi ,Avrupa Yakası,-0.19,744.351
242,13 Kasım 2021 ,Satılık ,120,1 ,13,Mülk Sahibi Oturuyor ,Bilinmiyor ,Yok,2 ,13 Kasım 2021 ,Konut ,95,3+1 ,11. Kat ,Doğalgaz,KREDIYE UYGUN ,Hayır,Var,Genel Fiyat ,1440000,İstanbul , Bağcılar , Yavuz Selim Mahallesi ,Avrupa Yakası,-0.19,744.351
241,13 Kasım 2021 ,Satılık ,160,0 (Yeni) ,9,Boş ,Bilinmiyor ,Yok,2 ,13 Kasım 2021 ,Konut ,120,3+1 ,3. Kat ,Doğalgaz,KREDIYE UYGUN ,Hayır,Var,Genel Fiyat ,2700000,İstanbul , Bağcılar , Güneşli Mahallesi ,Avrupa Yakası,-0.19,744.351
237,10 Şubat 2022 ,Satılık ,155,3 ,20,Kiracı Oturuyor ,Bilinmiyor ,Yok,2 ,12 Kasım 2021 ,Konut ,110,3+1 ,19. Kat ,Doğalgaz,KREDIYE UYGUN ,Hayır,Var,Genel Fiyat ,650000,İstanbul , Bağcılar , Bağlar Mahallesi ,Avrupa Yakası,-0.19,744.351
228,14 Kasım 2021 ,Satılık ,110,0 (Yeni) ,15,Boş ,Bilinmiyor ,Yok,1 ,09 Kasım 2021 ,Konut ,75,2+1 ,3. Kat ,Doğalgaz,KREDIYE UYGUN ,Hayır,Var,Genel Fiyat ,785000,İstanbul , Bağcılar , Merkez Mahallesi ,Avrupa Yakası,-0.19,744.351
229,13 Kasım 2021 ,Satılık ,90,0 (Yeni) ,13,Boş ,Bilinmiyor ,Yok,1 ,09 Kasım 2021 ,Konut ,62,2+1 ,Yüksek Giriş ,Doğalgaz,KREDIYE UYGUN ,Hayır,Var,Genel Fiyat ,1950000,İstanbul , Bağcılar , Bağlar Mahallesi ,Avrupa Yakası,-0.19,744.351
217,06 Kasım 2021 ,Satılık ,150,3 ,11,Boş ,Bilinmiyor ,Yok,3 ,06 Kasım 2021 ,Konut ,140,3+1 ,3. Kat ,Doğalgaz,KREDIYE UYGUN ,Hayır,Var,Genel Fiyat ,950000,İstanbul , Bağcılar , Kirazlı Mahallesi ,Avrupa Yakası,-0.19,744.351
212,04 Kasım 2021 ,Satılık ,95,0 (Yeni) ,12,Boş ,Bilinmiyor ,Yok,2 ,04 Kasım 2021 ,Konut ,80,2+1 ,6. Kat ,Doğalgaz,KREDIYE UYGUN ,Hayır,Var,Genel Fiyat ,1500000,İstanbul , Bağcılar , Kirazlı Mahallesi ,Avrupa Yakası,-0.19,744.351
211,04 Kasım 2021 ,Satılık ,160,0 (Yeni) ,12,Boş ,Bilinmiyor ,Yok,2 ,04 Kasım 2021 ,Konut ,135,3+1 ,7. Kat ,Doğalgaz,KREDIYE UYGUN ,Hayır,Var,Genel Fiyat ,850000,İstanbul , Bağcılar , Güneşli Mahallesi ,Avrupa Yakası,-0.19,744.351
210,04 Kasım 2021 ,Satılık ,90,0 (Yeni) ,14,Boş ,Bilinmiyor ,Yok,1 ,04 Kasım 2021 ,Konut ,80,2+1 ,12. Kat ,Doğalgaz,KREDIYE UYGUN ,Hayır,Var,Genel Fiyat ,695000,İstanbul , Bağcılar , Güneşli Mahallesi ,Avrupa Yakası,-0.19,744.351
209,04 Kasım 2021 ,Satılık ,90,0 (Yeni) ,14,Boş ,Bilinmiyor ,Yok,1 ,04 Kasım 2021 ,Konut ,80,2+1 ,Düz Giriş ,Doğalgaz,KREDIYE UYGUN ,Hayır,Var,Genel Fiyat ,1045000,İstanbul , Bağcılar , Yenimahalle Mahallesi ,Avrupa Yakası,-0.19,744.351
208,04 Kasım 2021 ,Satılık ,110,2 ,14,Mülk Sahibi Oturuyor ,Bilinmiyor ,Yok,2 ,04 Kasım 2021 ,Konut ,95,3+1 ,Yüksek Giriş ,Doğalgaz,KREDIYE UYGUN ,Hayır,Var,Genel Fiyat ,1500000,İstanbul , Bağcılar , Bağlar Mahallesi ,Avrupa Yakası,-0.19,744.351
207,04 Kasım 2021 ,Satılık ,135,5-10 ,14,Boş ,Bilinmiyor ,Yok,2 ,04 Kasım 2021 ,Konut ,100,2+1 ,6. Kat ,Doğalgaz,KREDIYE UYGUN ,Hayır,Var,Genel Fiyat ,905000,İstanbul , Bağcılar , Yenimahalle Mahallesi ,Avrupa Yakası,-0.19,744.351
206,04 Kasım 2021 ,Satılık ,110,2 ,14,Mülk Sahibi Oturuyor ,Bilinmiyor ,Yok,2 ,04 Kasım 2021 ,Konut ,95,2+1 ,11. Kat ,Doğalgaz,KREDIYE UYGUN ,Hayır,Var,Genel Fiyat ,1200000,İstanbul , Bağcılar , Demirkapı Mahallesi ,Avrupa Yakası,-0.19,744.351
205,02 Aralık 2021 ,Satılık ,100,0 (Yeni) ,4,Boş ,Bilinmiyor ,Yok,1 ,03 Kasım 2021 ,Konut ,90,3+1 ,Bahçe Katı ,Doğalgaz,KREDIYE UYGUN ,Hayır,Var,Genel Fiyat ,2800000,İstanbul , Bağcılar , Mahmutbey Mahallesi ,Avrupa Yakası,-0.19,744.351
199,04 Kasım 2021 ,Satılık ,63,0 (Yeni) ,30,Boş ,Bilinmiyor ,Var,1 ,02 Kasım 2021 ,Konut ,45,1+1 ,9. Kat ,Doğalgaz,KREDIYE UYGUN ,Hayır,Var,Genel Fiyat ,1350000,İstanbul , Bağcılar , Bağlar Mahallesi ,Avrupa Yakası,-0.19,744.351
